N	pheno	LRT_Variance	Pval_Variance	Sum of V(G)_Vp_SE	Sum of V(G)_Vp_Variance	V(G1)_SE	V(G1)_Variance	V(G1)_Vp_SE	V(G1)_Vp_Variance	V(G2)_SE	V(G2)_Variance	V(G2)_Vp_SE	V(G2)_Vp_Variance	V(G3)_SE	V(G3)_Variance	V(G3)_Vp_SE	V(G3)_Vp_Variance	V(G4)_SE	V(G4)_Variance	V(G4)_Vp_SE	V(G4)_Vp_Variance	V(e)_SE	V(e)_Variance	Vp_SE	Vp_Variance	df_Variance	logL_Variance	logL0_Variance	n_Variance
10000	pheno_74	4.406	0.017903	0.229956	0.493879	0.123029	0.257773	0.120674	0.253177	0.124879	0.214995	0.122544	0.211161	0.118843	0.029753	0.116722	0.029222	0.119348	0.000324	0.11722	0.000319	0.234029	0.51531	0.014411	1.018156	1.0	-5090.046	-5092.25	10000.0
5000	pheno_74	0.048	0.41373	0.457807	0.630456	0.228428	0.049194	0.232887	0.050156	0.233429	0.243764	0.237845	0.248528	0.233111	0.193753	0.237573	0.19754	0.22401	0.131659	0.228347	0.134232	0.448908	0.36246	0.019626	0.980829	1.0	-2454.446	-2454.47	5000.0
5000	pheno_75	0.0	0.5	0.46838	0.905781	0.23644	1e-06	0.234897	1e-06	0.242572	0.213002	0.240897	0.211612	0.237371	0.543975	0.235133	0.540425	0.234649	0.154753	0.233074	0.153743	0.471386	0.094838	0.020155	1.006569	1.0	-2517.217	-2517.159	5000.0
10000	pheno_75	34.008	2.7447e-09	0.232955	0.621828	0.120303	0.601509	0.120263	0.605702	0.119493	1e-06	0.120326	1e-06	0.11756	1e-06	0.11838	1e-06	0.115229	0.016013	0.116033	0.016125	0.231194	0.375554	0.014079	0.993078	1.0	-4955.718	-4972.722	10000.0
1000	pheno_75	0.971	0.1622	2.272989	0.999999	1.145264	0.633606	1.126518	0.623004	1.198069	0.230115	1.178409	0.226264	1.174696	1e-06	1.155038	1e-06	1.187557	0.153296	1.167965	0.15073	2.311674	1e-06	0.045484	1.017019	1.0	-517.319	-517.805	1000.0
5000	pheno_76	0.482	0.2437	0.460272	0.645765	0.239032	0.141049	0.23812	0.140537	0.234644	1e-06	0.233792	1e-06	0.236804	0.273784	0.235776	0.272789	0.233483	0.233286	0.232516	0.232438	0.461812	0.355527	0.020083	1.003647	1.0	-2511.605	-2511.846	5000.0
10000	pheno_77	37.771	3.9788e-10	0.228515	0.999999	0.119019	0.695908	0.119174	0.703842	0.11842	0.013747	0.11977	0.013904	0.116306	0.142756	0.117588	0.144383	0.113401	0.136315	0.114653	0.137869	0.225939	1e-06	0.014032	0.988728	1.0	-4926.767	-4945.652	10000.0
10000	pheno_79	0.911	0.16999	0.232348	0.42016	0.120629	0.097405	0.120075	0.096976	0.120442	0.091685	0.119893	0.091281	0.120528	1e-06	0.119997	1e-06	0.117511	0.23293	0.116862	0.231902	0.233308	0.582408	0.014212	1.004429	1.0	-5023.489	-5023.944	10000.0
5000	pheno_79	1.168	0.13996	0.460395	0.682926	0.237291	0.24612	0.238158	0.247178	0.229131	1e-06	0.230116	1e-06	0.232249	0.391462	0.232873	0.393145	0.230528	0.042418	0.231517	0.042601	0.45829	0.315717	0.019931	0.995718	1.0	-2491.069	-2491.653	5000.0
5000	pheno_80	1.948	0.081384	0.465545	0.999999	0.232298	0.295642	0.23768	0.302769	0.235417	0.356094	0.240787	0.364678	0.227385	0.324723	0.23261	0.332551	0.225524	1e-06	0.230961	1e-06	0.454586	1e-06	0.019552	0.976461	1.0	-2440.723	-2441.698	5000.0
500	pheno_81	0.0	0.5	4.688489	0.999999	2.563837	1e-06	2.31724	1e-06	2.538914	0.329046	2.295597	0.297398	2.537637	0.355998	2.294539	0.321757	2.557904	0.421372	2.312908	0.380843	5.187431	1e-06	0.070193	1.106419	1.0	-278.922	-278.918	500.0
5000	pheno_82	0.0	0.5	0.455795	0.28259	0.246091	1e-06	0.236271	1e-06	0.249793	0.161842	0.239804	0.155384	0.244957	0.132491	0.235172	0.127204	0.241177	1e-06	0.231553	1e-06	0.474748	0.747227	0.020833	1.041562	1.0	-2607.007	-2606.929	5000.0
10000	pheno_83	0.0	0.5	0.239477	0.784446	0.131835	1e-06	0.123818	1e-06	0.134116	0.808574	0.124661	0.759402	0.131335	1e-06	0.123348	1e-06	0.126098	0.026663	0.118428	0.025042	0.254828	0.229511	0.015693	1.06475	1.0	-4928.451	-4918.435	10000.0
5000	pheno_84	0.0	0.5	0.466198	0.526929	0.235326	1e-06	0.234696	1e-06	0.239551	0.2324	0.238784	0.231777	0.23333	0.003124	0.232705	0.003116	0.237015	0.292819	0.236175	0.292035	0.467342	0.474341	0.020142	1.002684	1.0	-2489.956	-2489.878	5000.0
10000	pheno_84	14.167	8.364e-05	0.230371	0.644562	0.120528	0.450552	0.120226	0.451331	0.121374	0.143369	0.121535	0.143617	0.116598	0.034889	0.116797	0.03495	0.115533	0.014639	0.115733	0.014664	0.229835	0.354825	0.014141	0.998273	1.0	-4987.284	-4994.368	10000.0
10000	pheno_85	0.338	0.28049	0.231022	0.235653	0.119187	0.066582	0.119137	0.06656	0.120908	1e-06	0.120869	1e-06	0.118197	0.157392	0.118099	0.157341	0.115425	0.011754	0.115387	0.01175	0.231202	0.764594	0.01415	1.000322	1.0	-5004.711	-5004.88	10000.0
5000	pheno_86	0.319	0.28599	0.466206	0.092336	0.236371	0.038531	0.235438	0.038378	0.234923	1e-06	0.233994	1e-06	0.242125	1e-06	0.241168	1e-06	0.231089	0.054169	0.230178	0.053955	0.468312	0.911268	0.020081	1.00397	1.0	-2514.637	-2514.797	5000.0
10000	pheno_86	0.1	0.376	0.2333	0.536486	0.119512	0.03737	0.118779	0.037142	0.121776	0.339567	0.120753	0.337494	0.12077	0.161841	0.119968	0.160853	0.117372	0.001002	0.116656	0.000996	0.23461	0.466361	0.014244	1.006141	1.0	-5029.839	-5029.889	10000.0
10000	pheno_87	0.208	0.32421	0.231287	0.334294	0.11711	0.04882	0.119713	0.049908	0.118673	0.210343	0.121206	0.215029	0.115254	0.067845	0.117812	0.069356	0.11274	1e-06	0.115252	1e-06	0.226249	0.651197	0.01384	0.978206	1.0	-4892.026	-4892.13	10000.0
10000	pheno_88	0.0	0.5	0.228323	0.0631	0.120741	1e-06	0.120109	1e-06	0.121912	0.00836	0.121274	0.008316	0.119592	1e-06	0.118966	1e-06	0.114139	0.05507	0.113534	0.054782	0.229869	0.941829	0.014217	1.005262	1.0	-5030.243	-5030.243	10000.0
5000	pheno_88	0.0	0.5	0.461696	0.214881	0.234297	1e-06	0.236507	1e-06	0.234151	0.068099	0.236357	0.068741	0.23301	1e-06	0.235208	1e-06	0.228525	0.144772	0.230645	0.146138	0.4575	0.777783	0.019816	0.990657	1.0	-2480.325	-2480.29	5000.0
1000	pheno_89	0.017	0.44871	2.17567	0.999999	1.225063	0.117678	1.158148	0.111246	1.223593	1e-06	1.156713	1e-06	1.197139	0.37947	1.131683	0.358728	1.196382	0.56067	1.13067	0.530024	2.301465	1e-06	0.047334	1.057819	1.0	-531.158	-531.166	1000.0
5000	pheno_89	0.565	0.22617	0.455746	0.319975	0.238777	0.054655	0.233397	0.053423	0.24107	1e-06	0.235635	1e-06	0.240401	0.272699	0.234862	0.266551	0.236531	1e-06	0.231198	1e-06	0.466229	0.69571	0.020465	1.023066	1.0	-2561.565	-2561.847	5000.0
10000	pheno_90	3.584	0.029165	0.230832	0.437918	0.121886	0.195203	0.121612	0.194908	0.123054	1e-06	0.122869	1e-06	0.118425	0.010382	0.118246	0.010366	0.117379	0.232994	0.117072	0.232643	0.231094	0.56293	0.014327	1.00151	1.0	-4900.885	-4902.677	10000.0
10000	pheno_91	1.093	0.14792	0.232975	0.274747	0.122026	0.059115	0.12119	0.058711	0.123007	1e-06	0.122167	1e-06	0.119932	1e-06	0.119113	1e-06	0.117373	0.217519	0.116478	0.216034	0.234599	0.730239	0.014243	1.006875	1.0	-5037.472	-5038.019	10000.0
5000	pheno_92	3.782	0.025908	0.455418	0.663756	0.230223	0.310789	0.232885	0.314622	0.234148	1e-06	0.237036	1e-06	0.230079	0.344879	0.232699	0.349132	0.231277	1e-06	0.234129	1e-06	0.449706	0.332147	0.019767	0.987817	1.0	-2471.859	-2473.75	5000.0
10000	pheno_92	0.0	0.5	0.22788	0.782826	0.11977	1e-06	0.119456	1e-06	0.12233	0.655442	0.120995	0.653725	0.117914	0.045573	0.117603	0.045453	0.116236	0.083866	0.115919	0.083647	0.228348	0.217744	0.01422	1.002626	1.0	-5002.382	-5002.301	10000.0
5000	pheno_93	0.265	0.30351	0.465276	0.303004	0.234214	0.082321	0.236754	0.083218	0.232808	1e-06	0.235346	1e-06	0.233685	0.063674	0.236227	0.064368	0.229144	0.153741	0.231596	0.155417	0.46029	0.68948	0.019787	0.989218	1.0	-2476.702	-2476.834	5000.0
10000	pheno_94	1.11	0.14609	0.230995	0.204874	0.115892	0.082011	0.119902	0.084857	0.117235	0.115989	0.121278	0.120015	0.114815	1e-06	0.118801	1e-06	0.112569	1e-06	0.116476	1e-06	0.223355	0.768454	0.01367	0.966456	1.0	-4832.887	-4833.442	10000.0
5000	pheno_94	0.665	0.20746	0.458992	0.712096	0.237691	0.175669	0.23892	0.176632	0.236606	0.268986	0.237738	0.270461	0.238491	1e-06	0.239799	1e-06	0.230316	0.263557	0.231421	0.265002	0.456359	0.286334	0.019903	0.994546	1.0	-2488.549	-2488.881	5000.0
5000	pheno_95	0.0	0.5	0.462836	0.831713	0.234493	1e-06	0.233712	1e-06	0.234187	0.118622	0.233376	0.118227	0.239499	0.390037	0.238328	0.388737	0.237023	0.325835	0.235977	0.324749	0.46428	0.16885	0.020087	1.003345	1.0	-2509.832	-2509.832	5000.0
500	pheno_95	0.017	0.44785	4.730187	0.999999	2.399304	0.277178	2.349757	0.27136	2.534701	0.05299	2.481705	0.051878	2.273938	0.579231	2.227808	0.567073	2.439805	0.11204	2.388991	0.109688	4.831602	1e-06	0.064897	1.02144	1.0	-259.568	-259.577	500.0
10000	pheno_95	0.0	0.5	0.231676	0.441465	0.12058	1e-06	0.119658	1e-06	0.121272	1e-06	0.120345	1e-06	0.119094	0.18763	0.118119	0.186195	0.117251	0.257234	0.116218	0.255268	0.233353	0.562837	0.014259	1.007703	1.0	-5039.087	-5038.831	10000.0
5000	pheno_96	1.444	0.11474	0.462597	0.56518	0.233765	0.248195	0.237689	0.25252	0.231463	1e-06	0.235496	1e-06	0.229683	0.307304	0.233465	0.312658	0.227187	1e-06	0.231146	1e-06	0.454552	0.427373	0.019669	0.982874	1.0	-2458.969	-2459.691	5000.0
10000	pheno_96	0.731	0.19625	0.232717	0.479167	0.121687	0.104207	0.120588	0.10329	0.122023	0.006205	0.120949	0.006151	0.120312	0.172026	0.119182	0.170512	0.117647	0.200983	0.11651	0.199214	0.234687	0.525457	0.014276	1.008878	1.0	-5045.518	-5045.884	10000.0
10000	pheno_97	37.268	5.1489e-10	0.227645	0.913994	0.120912	0.720279	0.118928	0.716017	0.120364	1e-06	0.119652	1e-06	0.117989	0.075282	0.117279	0.074837	0.115382	0.123873	0.114663	0.12314	0.228937	0.086518	0.014278	1.005953	1.0	-5014.727	-5033.36	10000.0
5000	pheno_97	0.0	0.5	0.458334	0.938271	0.238339	1e-06	0.232744	1e-06	0.23819	0.151304	0.232547	0.147752	0.240652	0.080785	0.234992	0.078888	0.239098	0.728739	0.232219	0.71163	0.469306	0.063213	0.02052	1.024041	1.0	-2558.412	-2558.408	5000.0
5000	pheno_98	2.901	0.044249	0.465917	0.999999	0.235826	0.370387	0.232855	0.366241	0.244399	0.321048	0.241431	0.317454	0.239125	0.261074	0.236294	0.258152	0.231617	0.05881	0.229021	0.058152	0.471192	1e-06	0.020249	1.01132	1.0	-2528.788	-2530.239	5000.0
5000	pheno_99	0.152	0.34836	0.456888	0.237645	0.226485	0.075406	0.235737	0.078491	0.230414	0.064454	0.239834	0.067091	0.225468	1e-06	0.234693	1e-06	0.220835	0.088444	0.229854	0.092063	0.439049	0.732389	0.019217	0.960694	1.0	-2403.413	-2403.489	5000.0
10000	pheno_99	0.373	0.27063	0.230159	0.132573	0.123361	0.074859	0.119105	0.072285	0.124427	0.00079	0.120149	0.000763	0.123312	0.061644	0.119063	0.059524	0.120298	1e-06	0.116162	1e-06	0.238598	0.898318	0.014666	1.035612	1.0	-5166.043	-5166.23	10000.0
5000	pheno_100	0.0	0.5	0.456916	0.118183	0.248964	1e-06	0.240643	1e-06	0.24334	0.010424	0.235207	0.010075	0.244478	0.04881	0.236304	0.047179	0.240071	0.063035	0.232041	0.060929	0.473002	0.912308	0.02083	1.034578	1.0	-2556.141	-2555.923	5000.0
5000	pheno_101	0.368	0.27194	0.463971	0.500517	0.238957	0.008068	0.236742	0.007993	0.245004	0.09047	0.242732	0.089631	0.238239	0.406663	0.235701	0.402892	0.234088	1e-06	0.231917	1e-06	0.468178	0.504159	0.020196	1.009361	1.0	-2528.891	-2529.075	5000.0
5000	pheno_102	0.144	0.35223	0.459271	0.372343	0.230802	0.070745	0.233328	0.071523	0.230379	1e-06	0.232912	1e-06	0.236264	0.297548	0.238645	0.300819	0.229918	1e-06	0.232445	1e-06	0.454264	0.620832	0.019791	0.989127	1.0	-2475.555	-2475.627	5000.0
5000	pheno_103	0.016	0.44892	0.468011	0.763268	0.234866	0.030573	0.238462	0.031042	0.232912	0.005431	0.236482	0.005515	0.235983	0.079402	0.239584	0.080619	0.227996	0.63634	0.23044	0.646093	0.460826	0.233159	0.019729	0.984906	1.0	-2462.091	-2462.099	5000.0
1000	pheno_105	0.0	0.5	2.872508	0.811871	1.995673	0.301902	1.426628	0.215816	1.991949	1e-06	1.423949	1e-06	1.967928	0.550375	1.406964	0.393437	2.001323	0.283441	1.430826	0.202618	4.018411	0.263171	0.075319	1.39889	1.0	-516.844	-486.808	1000.0
10000	pheno_106	0.0	0.5	0.230277	0.633343	0.121244	1e-06	0.120432	1e-06	0.12057	1e-06	0.119763	1e-06	0.120331	0.118751	0.119499	0.117956	0.118392	0.518859	0.116947	0.515385	0.23168	0.369129	0.014265	1.006741	1.0	-5026.665	-5026.634	10000.0
5000	pheno_106	1.6	0.10294	0.458967	0.405584	0.236307	0.261827	0.237918	0.263793	0.235566	0.089105	0.237323	0.089774	0.228836	1e-06	0.230554	1e-06	0.231825	0.051629	0.233563	0.052016	0.455499	0.589987	0.019858	0.992548	1.0	-2484.563	-2485.363	5000.0
10000	pheno_108	0.138	0.35539	0.231156	0.16793	0.118347	0.044	0.120614	0.044844	0.118893	0.054476	0.121168	0.055522	0.114713	0.042027	0.116911	0.042834	0.111814	0.024264	0.113959	0.024729	0.226986	0.816398	0.013877	0.981165	1.0	-4908.796	-4908.865	10000.0
5000	pheno_109	0.19	0.33134	0.460705	0.873497	0.235647	0.103654	0.237614	0.104532	0.231814	0.033566	0.233775	0.03385	0.237254	0.578136	0.238407	0.583033	0.231601	0.150805	0.233509	0.152082	0.456751	0.12544	0.01986	0.991601	1.0	-2479.469	-2479.564	5000.0
10000	pheno_109	0.0	0.5	0.230517	0.70682	0.120121	1e-06	0.118716	1e-06	0.123166	0.545033	0.121028	0.538654	0.11725	1e-06	0.115877	1e-06	0.117204	0.170156	0.115766	0.168164	0.233101	0.296652	0.01434	1.011843	1.0	-5051.697	-5051.687	10000.0
10000	pheno_110	0.101	0.37502	0.231973	0.154895	0.122895	0.006059	0.12038	0.005935	0.123694	0.152071	0.121116	0.148958	0.120126	1e-06	0.117667	1e-06	0.118768	1e-06	0.116337	1e-06	0.237005	0.862762	0.01444	1.020893	1.0	-5106.968	-5107.019	10000.0
200	pheno_111	0.023	0.43984	11.652539	0.999999	5.151956	1e-06	5.286646	1e-06	5.859375	0.393563	6.020795	0.403852	5.869382	0.136312	6.025605	0.139876	5.431314	0.444646	5.58184	0.45627	11.355661	1e-06	0.101895	0.974522	1.0	-102.866	-102.877	200.0
5000	pheno_111	0.0	0.5	0.470001	0.157456	0.2473	0.00626	0.240486	0.006088	0.242277	1e-06	0.235603	1e-06	0.24466	0.0864	0.237907	0.084019	0.242347	0.069257	0.235664	0.067349	0.483521	0.866413	0.020825	1.028331	1.0	-2512.439	-2511.687	5000.0
5000	pheno_113	159.054	0.0	0.511994	0.369494	0.326053	0.380613	0.266117	0.310808	0.317204	0.071864	0.259022	0.058684	0.31905	1e-06	0.260536	1e-06	0.312665	1e-06	0.255322	1e-06	0.626747	0.772112	0.027132	1.22459	1.0	-2549.265	-2628.792	5000.0
10000	pheno_114	0.453	0.25044	0.229694	0.120294	0.121078	0.01037	0.118597	0.010157	0.124729	1e-06	0.122173	1e-06	0.119373	1e-06	0.116926	1e-06	0.119648	0.11244	0.117178	0.110135	0.234709	0.898114	0.014439	1.020925	1.0	-5108.789	-5109.016	10000.0
5000	pheno_114	0.088	0.3835	0.451737	0.999999	0.230686	0.060268	0.232307	0.060692	0.230266	0.07372	0.231888	0.074239	0.230195	0.781174	0.230359	0.786675	0.227495	0.077845	0.229092	0.078393	0.448578	1e-06	0.0199	0.993008	1.0	-2479.864	-2479.908	5000.0
10000	pheno_115	7.801	0.0026115	0.231214	0.510678	0.119664	0.318967	0.119726	0.319796	0.122152	1e-06	0.122469	1e-06	0.118745	0.034292	0.119052	0.034381	0.114738	0.156093	0.114979	0.156499	0.230504	0.488053	0.014118	0.997406	1.0	-4986.376	-4990.276	10000.0
10000	pheno_118	48.035	2.0932e-12	0.226763	0.91453	0.120982	0.765612	0.11938	0.764142	0.12	1e-06	0.119769	1e-06	0.116771	1e-06	0.116546	1e-06	0.114599	0.150675	0.11434	0.150386	0.227131	0.085635	0.014224	1.001924	1.0	-4990.363	-5014.381	10000.0
5000	pheno_119	0.0	0.5	0.464741	0.572702	0.232867	1e-06	0.235445	1e-06	0.234427	1e-06	0.237022	1e-06	0.234461	0.532942	0.236375	0.538841	0.232427	0.033489	0.235001	0.03386	0.459524	0.42262	0.019801	0.989053	1.0	-2473.684	-2473.635	5000.0
10000	pheno_119	0.0	0.5	0.234223	0.362784	0.119623	1e-06	0.121532	1e-06	0.12132	1e-06	0.123255	1e-06	0.11713	0.010362	0.118999	0.010528	0.116743	0.346723	0.118302	0.352254	0.230508	0.627209	0.014082	0.984296	1.0	-4814.247	-4813.073	10000.0
10000	pheno_120	0.0	0.5	0.232598	0.056996	0.12344	1e-06	0.12229	1e-06	0.124202	1e-06	0.123045	1e-06	0.120756	0.006467	0.119632	0.006406	0.116066	0.051063	0.114987	0.050588	0.235068	0.951867	0.014276	1.009399	1.0	-5053.488	-5053.14	10000.0
5000	pheno_121	0.0	0.5	0.463134	0.313811	0.233792	1e-06	0.237448	1e-06	0.232727	0.276953	0.236273	0.281284	0.22892	0.032024	0.232509	0.032525	0.229333	1e-06	0.232919	1e-06	0.455932	0.675624	0.019695	0.984603	1.0	-2468.3	-2467.705	5000.0
10000	pheno_121	28.52	4.6369e-08	0.230446	0.666365	0.122773	0.637103	0.120059	0.628093	0.123954	1e-06	0.122201	1e-06	0.118889	0.033824	0.117206	0.033346	0.117253	0.004996	0.115595	0.004925	0.233608	0.338421	0.01443	1.014345	1.0	-5029.535	-5043.795	10000.0
10000	pheno_122	0.497	0.24039	0.229908	0.131836	0.1157	0.020557	0.119555	0.021242	0.116298	1e-06	0.120173	1e-06	0.114109	0.107026	0.117893	0.110592	0.111949	1e-06	0.115679	1e-06	0.222682	0.840171	0.013687	0.967757	1.0	-4840.981	-4841.23	10000.0
5000	pheno_122	0.0	0.5	0.504333	0.115373	0.286559	1e-06	0.246163	1e-06	0.29676	0.007741	0.254927	0.00665	0.296903	0.126563	0.25505	0.108722	0.292816	1e-06	0.251539	1e-06	0.587204	1.029796	0.025086	1.164102	1.0	-2539.116	-2512.745	5000.0
10000	pheno_123	1.588	0.1038	0.230933	0.4441	0.120315	0.074578	0.120525	0.074712	0.122112	0.298797	0.122146	0.299333	0.11814	0.069929	0.118349	0.070054	0.11532	1e-06	0.115527	1e-06	0.230413	0.554904	0.014124	0.998209	1.0	-4996.021	-4996.815	10000.0
5000	pheno_123	0.427	0.25662	0.465097	0.564472	0.234374	0.115947	0.236293	0.116911	0.234801	1e-06	0.236754	1e-06	0.232679	0.428878	0.234175	0.432444	0.232054	0.014991	0.233985	0.015115	0.461134	0.431936	0.019849	0.991753	1.0	-2481.449	-2481.663	5000.0
5000	pheno_126	0.0	0.5	0.472647	0.31704	0.247141	0.006803	0.236424	0.006508	0.252263	0.048475	0.241322	0.046373	0.251461	1e-06	0.240557	1e-06	0.247671	0.276132	0.236772	0.264158	0.494087	0.713918	0.021161	1.045329	1.0	-2555.732	-2555.046	5000.0
500	pheno_126	0.0	0.5	5.100828	0.733474	3.121133	1e-06	2.744855	1e-06	2.979256	0.762999	2.621021	0.671013	2.891927	0.071022	2.543437	0.06246	3.208823	1e-06	2.821973	1e-06	5.801377	0.303062	0.08314	1.137085	1.0	-223.01	-220.487	500.0
10000	pheno_129	3.972	0.023133	0.231703	0.229612	0.121083	0.214334	0.121566	0.215388	0.121464	1e-06	0.122062	1e-06	0.119641	0.013464	0.12023	0.013531	0.116167	0.000689	0.116738	0.000693	0.230665	0.766619	0.014192	0.995109	1.0	-4898.151	-4900.137	10000.0
5000	pheno_129	8.284	0.0019998	0.460966	0.280748	0.241418	0.154185	0.235308	0.150314	0.24393	0.001037	0.237807	0.001011	0.239206	0.132755	0.23317	0.129422	0.234682	1e-06	0.22879	1e-06	0.472897	0.737773	0.020519	1.025752	1.0	-2567.341	-2571.483	5000.0
10000	pheno_130	0.88	0.17413	0.230716	0.156595	0.1174	0.071166	0.120523	0.073065	0.119475	0.042852	0.122661	0.043996	0.11549	0.038505	0.118572	0.039533	0.112912	1e-06	0.115926	1e-06	0.224891	0.821482	0.013775	0.974006	1.0	-4873.48	-4873.92	10000.0
10000	pheno_131	0.056	0.40624	0.231133	0.093578	0.120836	0.028725	0.120471	0.028639	0.121331	0.020015	0.120966	0.019954	0.115912	0.044213	0.115559	0.04408	0.116922	0.000907	0.116571	0.000904	0.232123	0.909152	0.014186	1.003011	1.0	-5019.044	-5019.072	10000.0
1000	pheno_131	2.033	0.076937	2.255232	0.941218	1.081338	0.125387	1.138241	0.131944	1.123027	1e-06	1.181751	1e-06	1.097891	1e-06	1.1553	1e-06	1.107673	0.769057	1.166372	0.809272	2.143116	0.055861	0.042472	0.950308	1.0	-488.138	-489.155	1000.0
10000	pheno_132	0.0	0.5	0.230472	0.174661	0.121683	0.001037	0.118554	0.00101	0.125401	0.063356	0.122167	0.061727	0.12026	0.114877	0.117137	0.111923	0.118728	1e-06	0.115674	1e-06	0.236736	0.847124	0.01453	1.026395	1.0	-5125.653	-5125.647	10000.0
5000	pheno_133	9.71	0.00091652	0.475407	0.425477	0.265958	0.223577	0.242823	0.204196	0.267993	1e-06	0.244762	1e-06	0.269846	0.020267	0.246455	0.018511	0.263289	0.222014	0.240395	0.202769	0.520425	0.629051	0.022672	1.09491	1.0	-2563.907	-2568.762	5000.0
10000	pheno_133	2.168	0.070456	0.230413	0.464192	0.117864	0.152343	0.120615	0.155971	0.118103	0.116249	0.120885	0.119018	0.11593	0.184802	0.11861	0.189203	0.114011	1e-06	0.116726	1e-06	0.224962	0.523344	0.01382	0.976739	1.0	-4883.667	-4884.751	10000.0
10000	pheno_134	0.0	0.5	0.231658	0.156843	0.12151	1e-06	0.120185	1e-06	0.123094	0.047815	0.121753	0.047294	0.118622	0.110754	0.117316	0.109547	0.117102	1e-06	0.115825	1e-06	0.234354	0.852453	0.014299	1.011025	1.0	-5061.49	-5061.289	10000.0
5000	pheno_135	0.0	0.5	0.463185	0.383909	0.234468	1e-06	0.236826	1e-06	0.23791	0.018039	0.240303	0.018221	0.228302	0.05666	0.230597	0.05723	0.229359	0.305387	0.231464	0.308457	0.458532	0.609957	0.019808	0.990045	1.0	-2478.795	-2478.709	5000.0
10000	pheno_135	0.514	0.2368	0.230648	0.171637	0.11784	0.049853	0.12159	0.051441	0.117883	0.116483	0.12161	0.120193	0.113903	1e-06	0.117531	1e-06	0.112919	1e-06	0.116516	1e-06	0.223681	0.80279	0.013707	0.969128	1.0	-4847.07	-4847.327	10000.0
1000	pheno_135	0.377	0.26965	2.32845	0.799267	1.155619	0.129334	1.17019	0.130949	1.15342	1e-06	1.167819	1e-06	1.159847	0.660076	1.174233	0.668316	1.15255	1e-06	1.166939	1e-06	2.299757	0.198258	0.044183	0.98767	1.0	-498.706	-498.895	1000.0
1000	pheno_136	37.253	5.1888e-10	2.592859	0.202226	1.621926	0.205767	1.318926	0.167324	1.638402	0.042919	1.332332	0.034901	1.653778	1e-06	1.344802	1e-06	1.580824	1e-06	1.285478	1e-06	3.189699	0.981066	0.06159	1.229755	1.0	-505.66	-524.287	1000.0
10000	pheno_136	0.0	0.5	0.237317	0.210544	0.121644	1e-06	0.121757	1e-06	0.121689	0.122536	0.121779	0.122651	0.118347	0.087809	0.118448	0.087891	0.116878	1e-06	0.116988	1e-06	0.237179	0.788719	0.014131	0.999067	1.0	-4999.631	-4999.451	10000.0
5000	pheno_139	0.0	0.5	0.472254	0.402626	0.248003	1e-06	0.240779	1e-06	0.243947	0.267421	0.236693	0.259631	0.242894	0.147283	0.235777	0.142993	0.238565	1e-06	0.231615	1e-06	0.48637	0.615298	0.020607	1.030004	1.0	-2576.916	-2576.895	5000.0
5000	pheno_140	0.0	0.5	0.470509	0.561367	0.237513	1e-06	0.2395	1e-06	0.233896	0.22471	0.235729	0.226589	0.23401	0.21972	0.235846	0.221558	0.232161	0.112279	0.234075	0.113218	0.466491	0.434995	0.019843	0.991705	1.0	-2482.067	-2482.067	5000.0
10000	pheno_140	1.953	0.081139	0.23125	0.267458	0.119421	0.086986	0.120891	0.088062	0.120403	0.177201	0.121839	0.179393	0.11694	1e-06	0.118387	1e-06	0.115503	1e-06	0.116932	1e-06	0.228442	0.723589	0.013972	0.987778	1.0	-4943.739	-4944.715	10000.0
10000	pheno_141	0.0	0.5	0.233348	0.181126	0.120825	1e-06	0.120275	1e-06	0.121313	1e-06	0.120761	1e-06	0.117999	0.131851	0.117432	0.131251	0.116179	0.050101	0.115649	0.049873	0.234545	0.822618	0.014208	1.004572	1.0	-5027.639	-5027.404	10000.0
10000	pheno_143	36.475	7.7338e-10	0.229687	0.999999	0.12083	0.697898	0.119218	0.695403	0.121526	0.157246	0.121037	0.156684	0.119008	1e-06	0.118583	1e-06	0.115439	0.148442	0.114979	0.147911	0.230511	1e-06	0.014244	1.003588	1.0	-5001.491	-5019.728	10000.0
10000	pheno_144	0.183	0.33434	0.23015	0.060133	0.117324	0.042342	0.120329	0.043428	0.119058	0.004637	0.122113	0.004756	0.114172	0.011648	0.117102	0.011947	0.111982	1e-06	0.114856	1e-06	0.224722	0.916353	0.013789	0.974982	1.0	-4877.395	-4877.486	10000.0
5000	pheno_144	2.261	0.066313	0.450079	0.706145	0.222493	0.327636	0.23144	0.341243	0.232226	0.060273	0.241864	0.062776	0.226511	0.21936	0.235794	0.228471	0.224328	0.070718	0.233634	0.073655	0.432017	0.282138	0.019216	0.960124	1.0	-2400.508	-2401.639	5000.0
10000	pheno_145	30.388	1.7687e-08	0.231072	0.85397	0.118442	0.644459	0.119538	0.656295	0.117448	0.065106	0.119594	0.066302	0.115515	0.103226	0.117609	0.105122	0.112385	0.025778	0.114447	0.026251	0.226809	0.143396	0.013932	0.981966	1.0	-4897.278	-4912.472	10000.0
5000	pheno_145	0.0	0.5	0.463847	0.364725	0.233007	1e-06	0.233908	1e-06	0.237465	1e-06	0.238382	1e-06	0.234737	0.336915	0.235391	0.338217	0.228688	0.026405	0.229574	0.026507	0.462032	0.632829	0.019931	0.996151	1.0	-2493.276	-2493.262	5000.0
