seqnames	start	end	h2_category	hg38_genes_promoters	hg38_genes_1to5kb	hg38_genes_5UTRs	hg38_genes_exons	hg38_genes_introns	hg38_genes_3UTRs	hg38_cpg_islands	hg38_cpg_shores	hg38_cpg_shelves	hg38_cpg_inter	hg38_genes_intergenic	hg38_enhancers_fantom
chr1	109268429	109269390	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr1	109625622	109625925	Non-heritable	1	1	1	1	1	1	0	0	0	1	0	0
chr1	109648553	109648731	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr1	109656720	109656961	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr1	109882672	109883010	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	110605402	110605717	Non-heritable	1	1	1	1	0	0	0	1	0	0	0	0
chr1	111041488	111042784	Heritable	1	0	0	1	0	0	0	0	0	1	1	0
chr1	111203627	111203736	Non-heritable	0	1	0	0	1	0	1	1	0	0	0	0
chr1	111355400	111358154	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr1	112706191	112706619	Non-heritable	0	1	1	1	1	0	0	1	0	0	0	0
chr1	112742808	112743615	Non-heritable	0	1	0	0	0	0	0	1	0	0	1	0
chr1	112854464	112855314	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr1	114154971	114155191	Non-heritable	0	1	0	0	0	0	0	1	0	0	0	0
chr1	114582270	114582562	Non-heritable	1	0	0	0	0	0	0	0	0	1	0	0
chr1	114854773	114854926	Heritable	1	1	1	1	0	0	1	1	0	0	0	0
chr1	115148578	115149108	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	115338638	115338923	Non-heritable	1	0	1	1	1	0	1	1	0	0	0	0
chr1	115687765	115689082	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	115978319	115979830	Non-heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr1	116189727	116190439	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	117118083	117118450	Non-heritable	0	1	0	1	1	0	0	0	1	0	0	0
chr1	118546277	118548872	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	118989919	118990519	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr1	119141093	119141193	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr1	119631180	119631511	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr1	119674186	119675442	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	120402889	120402945	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	120441940	120442056	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	120848328	120848491	Low prediction	0	0	0	0	0	0	0	1	0	0	1	0
chr1	120902944	120903193	Low prediction	0	0	0	0	0	0	0	0	0	1	1	0
chr1	120904862	120904992	Low prediction	0	0	0	0	0	0	0	0	0	1	1	0
chr1	146052659	146052796	Low prediction	1	1	0	1	0	0	0	1	0	0	0	0
chr1	146377995	146378164	Low prediction	0	0	0	0	1	0	0	1	0	0	0	0
chr1	146410048	146410370	Low prediction	0	0	0	1	0	0	0	1	0	0	1	0
chr1	146410526	146410628	Low prediction	0	0	0	0	0	0	0	1	0	0	1	0
chr1	147224731	147224987	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr1	147230696	147231312	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr1	148015471	148015682	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr1	148061306	148061353	Non-heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr1	148150643	148151037	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	148159513	148162437	Non-heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr1	148317364	148317439	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	148328866	148330002	Heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr1	148361239	148362991	Heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr1	148387936	148388160	Heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr1	148451228	148451366	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	148922691	148923724	Low prediction	0	0	0	0	1	0	0	0	0	1	0	0
chr1	148953892	148954294	Low prediction	0	0	0	1	1	0	0	1	0	0	0	0
chr1	149309277	149309354	Low prediction	0	0	0	0	1	0	0	0	0	1	0	0
chr1	149747592	149747719	Heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr1	150151125	150151588	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr1	150925561	150925826	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr1	151131090	151132513	Non-heritable	1	0	0	1	1	1	1	1	0	0	0	0
chr1	151145194	151145409	Heritable	0	1	1	1	1	0	0	1	0	0	0	0
chr1	151992695	151992979	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr1	152253561	152255369	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	152267343	152268360	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	152269742	152270049	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr1	152299371	152301539	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	152720475	152723230	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	152788193	152792897	Heritable	0	1	0	1	0	1	0	0	0	1	1	0
chr1	153617268	153617889	Heritable	1	1	0	0	0	0	0	0	0	1	0	0
chr1	153968509	153968809	Heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr1	155320266	155320583	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr1	155321414	155321987	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr1	155689679	155689868	Non-heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr1	155690930	155695588	Heritable	0	1	0	0	1	0	0	1	1	1	0	0
chr1	156387900	156388061	Non-heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr1	156388831	156389607	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	156400113	156400854	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	156418861	156419787	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr1	156510705	156511088	Non-heritable	0	0	0	1	0	0	0	0	0	1	0	1
chr1	156619216	156619934	Non-heritable	1	1	1	1	1	0	0	0	1	1	0	0
chr1	156907616	156909303	Non-heritable	1	1	0	1	1	0	1	1	0	0	0	0
chr1	157044108	157044606	Heritable	0	0	1	1	1	0	0	1	0	0	0	0
chr1	157046867	157047005	Non-heritable	1	1	1	1	0	0	0	1	0	0	0	0
chr1	157195397	157195572	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr1	157278817	157279954	Heritable	1	1	0	0	1	0	0	0	0	1	0	1
chr1	157992195	157992948	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr1	158212100	158214229	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	158233685	158235223	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	158498075	158499996	Heritable	0	1	0	0	0	0	0	0	0	1	1	0
chr1	158744886	158746429	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr1	159540736	159541944	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr1	159923775	159923939	Non-heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr1	160095824	160097035	Non-heritable	1	1	0	0	1	0	0	1	1	0	0	0
chr1	160985050	160985277	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	161038223	161039187	Heritable	1	0	1	1	1	0	1	1	0	0	0	0
chr1	161200320	161201679	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	1
chr1	161378932	161379527	Heritable	1	0	0	1	0	0	0	0	0	1	0	1
chr1	161439678	161439824	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	161458558	161459274	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr1	161493005	161494495	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	161524799	161525246	Non-heritable	0	0	0	1	1	0	1	0	0	0	0	0
chr1	161613082	161613311	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	161764940	161765176	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr1	162497267	162497478	Heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr1	163761758	163762931	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	164801036	164801309	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	166773113	166774347	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	166883548	166883913	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr1	166920582	166921411	Non-heritable	0	1	0	1	1	0	1	0	0	0	0	0
chr1	168055796	168056958	Heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr1	169257269	169262676	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr1	169264415	169274534	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	170666547	170667474	Non-heritable	1	0	0	1	1	0	0	1	1	0	0	1
chr1	170669090	170670732	Non-heritable	0	0	0	1	1	0	0	0	0	1	0	1
chr1	173870148	173870397	Non-heritable	0	1	1	1	1	0	0	1	0	0	0	0
chr1	175048182	175049540	Heritable	0	1	0	0	0	0	0	0	0	1	0	0
chr1	175191827	175192007	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr1	177943883	177944217	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	178486711	178487139	Non-heritable	1	0	1	1	1	0	1	0	0	0	0	0
chr1	178939173	178939259	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	179362038	179364327	Heritable	0	1	0	0	0	0	0	1	1	0	0	0
chr1	180213523	180214058	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	180913655	180913729	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	181090534	181090839	Non-heritable	0	1	0	1	0	1	0	1	0	0	0	0
chr1	181340342	181341269	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	181484142	181485028	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	182056794	182057003	Non-heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr1	182540303	182543683	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr1	182952575	182953458	Non-heritable	1	0	1	1	1	0	1	1	0	0	0	0
chr1	183418967	183419058	Non-heritable	1	0	0	0	0	0	0	1	0	0	0	0
chr1	184033908	184035929	Non-heritable	0	0	0	0	1	0	0	1	1	0	0	0
chr1	184664612	184664800	Non-heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr1	185403145	185404869	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	188796387	188798296	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	188854384	188856115	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	189024919	189026015	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	189699097	189700758	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	192921452	192923540	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	194419886	194420921	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	195077396	195080732	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	195105112	195110198	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	195854241	195856824	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	196767054	196780281	Heritable	1	1	1	1	1	0	0	0	0	1	0	0
chr1	196788762	196790648	Heritable	1	0	0	1	1	1	0	0	0	1	0	0
chr1	196799470	196800548	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	196824144	196824785	Heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr1	196897081	196898291	Heritable	1	1	0	1	1	0	0	0	0	1	0	1
chr1	200685950	200688024	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	200900997	200901230	Non-heritable	0	1	0	1	1	0	0	0	0	1	0	0
chr1	200911732	200912395	Heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr1	201283979	201284216	Non-heritable	0	0	0	0	1	0	1	0	0	0	0	0
chr1	201467569	201468247	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr1	201740732	201741274	Heritable	0	1	0	0	1	0	0	1	0	0	0	1
chr1	202123068	202123230	Non-heritable	0	1	0	1	0	0	0	0	0	1	0	0
chr1	203006526	203006670	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr1	203126420	203127149	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr1	203128749	203129336	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr1	203273808	203275348	Non-heritable	1	1	0	1	1	0	0	1	0	0	0	1
chr1	203487303	203487407	Non-heritable	0	0	0	1	0	1	0	1	0	0	0	0
chr1	204190065	204190370	Heritable	1	0	1	1	1	1	0	1	0	0	0	0
chr1	205041426	205042540	Heritable	1	1	0	0	0	0	0	0	0	1	0	0
chr1	205046695	205047864	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr1	205048554	205049681	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr1	205210182	205210306	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	205270517	205271782	Non-heritable	1	1	0	1	1	0	0	1	1	0	0	0
chr1	205505811	205506929	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr1	205678787	205679576	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr1	205928281	205928885	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr1	206544658	206545055	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr1	207119904	207121059	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	207423616	207424135	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	207751031	207751443	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr1	207819058	207822718	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr1	207826148	207826888	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	1
chr1	208241418	208242756	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	1
chr1	209583994	209584465	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	209832557	209832926	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	209879343	209880532	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	210252677	210253411	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr1	210293108	210293336	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr1	211478804	211479385	Non-heritable	0	0	0	1	1	1	1	1	0	0	0	0
chr1	211513116	211513813	Heritable	0	0	0	0	0	0	0	1	1	0	1	0
chr1	212393621	212394205	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	212415397	212416390	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr1	213363174	213363946	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	213979503	213979750	Heritable	1	1	0	0	1	0	0	1	0	0	0	0
chr1	213983928	213984268	Non-heritable	0	1	0	1	1	0	0	1	0	0	0	0
chr1	214303324	214304087	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	214673410	214673764	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	215014962	215016019	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	217136256	217136628	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	218670164	218670933	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	219452029	219455673	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	219614476	219615669	Heritable	0	1	0	0	0	0	0	1	1	0	0	0
chr1	220880670	220881639	Non-heritable	1	1	1	1	1	1	1	1	0	0	0	0
chr1	221577149	221577371	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	221644962	221647241	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	222710476	222711022	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr1	223080956	223081126	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr1	223132808	223133288	Heritable	1	0	0	0	1	0	0	0	0	1	0	0
chr1	223392924	223394019	Non-heritable	1	0	1	1	0	0	1	1	0	0	0	0
chr1	223756048	223756422	Non-heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr1	223801971	223802777	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr1	224098992	224099788	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	224346459	224347929	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	225517904	225519347	Non-heritable	0	1	0	1	1	1	0	0	0	1	0	0
chr1	226406493	226406965	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	226667859	226668110	Heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr1	226735910	226736375	Non-heritable	0	0	0	1	0	0	0	1	0	0	0	0
chr1	226974985	226976095	Non-heritable	0	1	0	1	1	0	1	1	0	0	0	0
chr1	227447581	227447926	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	227786319	227787125	Non-heritable	1	1	0	1	0	0	1	1	0	0	0	0
chr1	227896244	227896636	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	227946153	227946390	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr1	228149197	228150416	Heritable	1	0	1	1	1	0	0	0	0	1	0	0
chr1	228173926	228174619	Heritable	1	0	0	1	1	0	1	0	0	0	0	0
chr1	228555375	228555874	Heritable	1	0	0	1	0	0	1	1	0	0	0	0
chr1	228641387	228641594	Non-heritable	0	1	0	1	0	0	0	1	0	0	0	0
chr1	228648565	228649066	Heritable	1	1	0	0	0	0	0	1	0	0	0	0
chr1	228649660	228650899	Heritable	1	1	0	1	0	0	1	1	0	0	0	0
chr1	228736914	228741277	Non-heritable	0	0	0	1	1	0	0	1	1	1	0	0
chr1	229003401	229003907	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	229861743	229862265	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	230185104	230185647	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	230280689	230281134	Non-heritable	0	0	0	1	1	1	0	1	0	0	0	0
chr1	230332422	230333238	Heritable	0	0	0	1	1	0	1	1	0	0	0	0
chr1	230753599	230754687	Heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr1	231339465	231339599	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr1	231390728	231391053	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	231687941	231689244	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	234215129	234215707	Heritable	1	0	0	0	1	0	0	1	0	0	0	0
chr1	234356684	234357513	Non-heritable	1	0	0	1	1	0	1	1	0	0	0	0
chr1	234809709	234809885	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	234862874	234863268	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	234863640	234863931	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	235067713	235068306	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr1	235638535	235639694	Heritable	0	0	0	0	1	0	0	0	1	0	0	0
chr1	236427427	236428452	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr1	236538363	236540024	Heritable	1	1	0	1	1	1	0	0	0	1	0	0
chr1	237308347	237308748	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	238594199	238595456	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	240015199	240016941	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	240681859	240682673	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	241355649	241355915	Non-heritable	1	1	1	1	1	0	0	1	0	0	0	0
chr1	241751494	241751788	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	243101394	243102151	Heritable	1	1	0	1	0	0	1	1	0	0	0	0
chr1	243316409	243316646	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	243488554	243488850	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	244054002	244054590	Non-heritable	0	0	0	1	1	1	0	1	0	0	0	0
chr1	244218276	244218897	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	244534408	244536677	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	244788856	244789261	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	245099325	245099920	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	245652510	245653681	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr1	245687619	245688640	Non-heritable	0	0	0	1	0	0	1	1	0	0	0	0
chr1	246504927	246505473	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	247127555	247128072	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr1	247182324	247183097	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr1	247517995	247518648	Heritable	1	0	1	1	1	0	1	1	0	0	0	0
chr1	247783420	247785859	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	1122271	1124357	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	1171273	1172001	Heritable	0	0	0	0	1	0	0	0	1	0	0	0
chr2	1316440	1316711	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	1488043	1488493	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr2	1590764	1591239	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	1591992	1592289	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	1598000	1598612	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	1615457	1616020	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	1665164	1665384	Heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr2	1717110	1717459	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr2	1797711	1798468	Heritable	0	1	0	0	1	0	1	1	0	0	0	0
chr2	1813209	1813753	Heritable	0	1	0	0	1	0	0	0	0	1	0	0
chr2	1891154	1891553	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr2	2564506	2564886	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	2577434	2577905	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	2581469	2581975	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	2665321	2665468	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	2938568	2938824	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	3188829	3189483	Heritable	0	0	0	1	0	1	0	0	0	1	1	0
chr2	3285061	3285665	Heritable	0	1	0	0	1	0	1	1	0	0	0	0
chr2	3397859	3398605	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	3477144	3477468	Heritable	1	1	0	0	1	0	0	0	0	1	0	0
chr2	3483134	3483685	Heritable	1	1	0	0	1	0	0	0	0	1	0	1
chr2	3490260	3490604	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	3525130	3525355	Non-heritable	0	0	0	0	0	0	0	0	1	0	1	1
chr2	3605003	3605893	Heritable	1	1	1	1	1	0	1	1	0	0	0	0
chr2	3606822	3607171	Heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr2	3611146	3611637	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	3668644	3668795	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	4358931	4359895	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	4857200	4858301	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	6081425	6082476	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	6253478	6255666	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	6918547	6919078	Heritable	1	1	0	1	1	0	0	1	0	0	0	0
chr2	8457029	8457879	Heritable	0	1	0	0	1	0	1	1	0	0	0	1
chr2	8583569	8584287	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr2	8649381	8650394	Heritable	0	0	0	0	0	0	0	0	1	1	1	0
chr2	9303555	9304354	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	9311198	9311805	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	9399088	9399316	Heritable	0	0	0	1	1	0	0	0	0	1	0	0
chr2	9475523	9475743	Heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr2	9738884	9739914	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr2	9753130	9754779	Heritable	0	0	0	0	0	0	0	0	0	1	1	1
chr2	9786922	9787350	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	9904873	9907024	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr2	10006371	10007067	Heritable	1	1	0	0	1	0	0	0	1	1	0	0
chr2	10009836	10010264	Non-heritable	1	1	0	0	0	0	0	1	0	0	0	1
chr2	10042398	10042679	Non-heritable	1	1	0	0	0	0	1	1	0	0	0	0
chr2	10044396	10044717	Heritable	0	1	1	1	1	0	1	1	0	0	0	0
chr2	10060235	10060755	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	10097415	10097732	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	10204615	10205100	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	10283560	10285122	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	10304622	10305069	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	0
chr2	10371600	10373071	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	10432131	10432625	Heritable	0	0	0	0	0	0	1	1	0	0	1	0
chr2	10497967	10498314	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	10572926	10573481	Heritable	0	0	0	1	1	1	0	0	0	1	0	0
chr2	10843908	10844824	Heritable	1	1	0	1	1	0	0	0	0	1	0	1
chr2	10912674	10913178	Heritable	0	0	0	1	0	0	1	0	0	0	0	0
chr2	10913568	10914046	Non-heritable	0	0	0	1	0	1	1	1	0	0	0	0
chr2	11133587	11133982	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	0
chr2	11175402	11175560	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	11481703	11481879	Non-heritable	1	0	0	0	0	0	1	1	0	0	0	0
chr2	11657763	11657919	Heritable	0	0	0	0	0	0	0	1	0	0	1	0
chr2	11745814	11746079	Heritable	1	0	0	1	1	0	0	1	0	0	0	0
chr2	11753692	11753934	Non-heritable	0	0	0	0	1	0	0	0	0	1	0	1
chr2	12719648	12720488	Non-heritable	0	1	0	0	1	0	0	1	0	0	0	1
chr2	15170200	15170494	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	15591154	15591388	Heritable	1	0	1	1	1	0	0	1	0	0	0	0
chr2	15818467	15819121	Heritable	0	0	0	0	0	0	0	0	0	1	1	0
chr2	16014486	16014675	Non-heritable	0	0	0	0	1	0	0	1	0	0	0	0
chr2	16030299	16031630	Heritable	1	0	0	1	1	0	0	0	0	1	0	0
chr2	16069657	16070902	Non-heritable	1	1	0	1	1	0	0	0	0	1	0	1
chr2	16293632	16293832	Heritable	0	0	0	0	1	0	0	0	0	1	0	0
chr2	19355776	19355942	Non-heritable	0	0	0	1	1	0	0	1	0	0	0	0
chr2	19863356	19863658	Non-heritable	0	0	0	0	0	0	0	0	0	1	1	0
